date,open_spot,high_spot,low_spot,close_spot,volume_spot,open_fut,high_fut,low_fut,close_fut,volume_fut,open_interest,open_interest_ce,open_interest_pe,volume_ce,volume_pe,ema_5,ema_15,iv,T,atm_strike,call_delta,call_gamma,call_theta,call_vega,call_rho,put_delta,put_gamma,put_theta,put_vega,put_rho,avg_iv,iv_spread,pcr_oi,pcr_vol,futures_basis,spot_return,fut_return,delta_neutral_ratio,gamma_exposure
2025-01-29,23026.75,23183.35,22976.5,23163.1,251208119,23034.0,23185.5,22963.7,23148.25,298123,6367950,15620750,15502325,25745282,14711729,23065.063193844664,23118.375796170712,0.8863828667503434,0.0821917808219178,23150.0,0.5597394970157565,6.701497916293737e-05,-38.697694935884805,26.19479440826171,8.680612655993617,-0.44026050298424346,6.701497916293737e-05,-38.697694935884805,26.19479440826171,8.680612655993617,0.8863828667503434,0.0,0.9924187378967079,0.5714339815737889,-0.000641105896879025,0.008966666303673154,0.007422413905656233,1.2713824956398352,24247694.455319807
2025-01-30,23169.5,23322.05,23139.2,23249.5,384687127,23150.0,23310.0,23120.0,23235.1,269241,4310725,28555150,19359700,109890771,73871344,23126.542129229776,23134.766321649375,0.8782233509785876,0.0821917808219178,23250.0,0.5584430177956557,6.741918180588287e-05,-38.50328758358003,26.305349914012112,8.71097042310115,-0.44155698220434425,6.741918180588287e-05,-38.50328758358003,26.305349914012112,8.71097042310115,0.8782233509785876,0.0,0.6779757766987742,0.6722251862260571,-0.0006193681584550832,0.003730070672751218,0.0037519034916244642,1.2647133672483042,44759120.164829284
2025-01-31,23296.75,23546.8,23277.4,23508.4,326919177,23490.0,23644.0,23411.05,23620.2,88911,17774775,12089025,13978650,2811623,2590984,23253.828086153186,23181.470531443203,0.834095874064434,0.0821917808219178,23500.0,0.5570128251515483,7.024113345483569e-05,-36.99531590551512,26.612275918768464,8.873485185895207,-0.44298717484845174,7.024113345483569e-05,-36.99531590551512,26.612275918768464,8.873485185895207,0.834095874064434,0.0,1.156309131629722,0.9215261078743487,0.004755746881965564,0.011135723348889348,0.01657406251748439,1.2574016964308399,19962083.064824615
2025-02-03,23319.35,23381.6,23222.0,23361.05,347241171,23390.0,23463.25,23305.35,23442.75,83636,17125575,13606575,20231850,7707087,7390112,23289.568724102126,23203.917965012803,0.8306253982874895,0.0821917808219178,23350.0,0.5570476272192522,7.09786115173498e-05,-36.610003488410825,26.445136566175403,8.825057053779831,-0.44295237278074784,7.09786115173498e-05,-36.610003488410825,26.445136566175403,8.825057053779831,0.8306253982874895,0.0,1.4869171705590862,0.9588722691206158,0.0034972743091599362,-0.006267972299263347,-0.0075126374882515945,1.2575790569135954,22561536.776107192
2025-02-04,23509.9,23762.75,23423.15,23739.25,376742506,23550.0,23796.75,23496.9,23785.4,137005,16697400,19755750,11008800,8213893,2498355,23439.46248273475,23270.8344693862,0.8310952358680452,0.0821917808219178,23750.0,0.5555340311711314,6.984621862214641e-05,-37.24393950556234,26.88784959764272,8.945650710755904,-0.4444659688288686,6.984621862214641e-05,-37.24393950556234,26.88784959764272,8.945650710755904,0.8310952358680452,0.0,0.5572453589461296,0.30416210681098477,0.0019440378276483652,0.016189340804458663,0.014616459246462155,1.2498910380808639,32756946.754020534
2025-02-05,23801.75,23807.3,23680.45,23696.3,267014345,23825.0,23853.8,23755.0,23772.6,51116,16613175,40866075,23683350,15599333,17254841,23525.074988489836,23324.017660712925,0.8204971746183088,0.0821917808219178,23700.0,0.555536719244323,7.087656210670464e-05,-36.70244887587081,26.839177521563993,8.9502455676,-0.444463280755677,7.087656210670464e-05,-36.70244887587081,26.839177521563993,8.9502455676,0.8204971746183088,0.0,0.5795357151378008,1.1061268452952444,0.0032199119693791553,-0.0018092399717767327,-0.0005381452487661642,1.2499046452156832,68635074.74269523
2025-02-06,23761.95,23773.55,23556.25,23603.35,306978683,23822.4,23835.0,23660.0,23688.9,55302,16787400,65744025,46542150,59535850,56648519,23551.166658993225,23358.93420312381,0.6897573974413542,0.0821917808219178,23600.0,0.5503746915827828,8.479008563212341e-05,-30.786636226466914,26.78040395710393,9.099845425915966,-0.44962530841721715,8.479008563212341e-05,-30.786636226466914,26.78040395710393,9.099845425915966,0.6897573974413542,0.0,0.7079297320174723,0.9515026492441109,0.0036244855073539525,-0.003922553310010457,-0.0035208601499203684,1.224074092982502,131575494.0044479
2025-02-07,23649.5,23694.5,23443.2,23559.95,368092482,23712.0,23794.65,23521.0,23614.95,94840,16761000,11949900,9274875,5519499,7451062,23554.09443932882,23384.061177733332,0.6947818186876541,0.0821917808219178,23550.0,0.5511375262366471,8.431123907126651e-05,-30.94626434213059,26.724589080857434,9.084299648419547,-0.44886247376335286,8.431123907126651e-05,-30.94626434213059,26.724589080857434,9.084299648419547,0.6947818186876541,0.0,0.7761466623151658,1.3499525953351925,0.002334470149554647,-0.0018387220458111475,-0.0031217152337170706,1.2278538716230825,23736905.857779477
2025-02-10,23543.8,23568.6,23316.3,23381.6,225529166,23589.95,23623.0,23388.0,23459.15,68065,17100975,14299575,11451075,6072990,7093776,23496.59629288588,23383.753530516668,0.6667255836256609,0.0821917808219178,23400.0,0.5475234069656667,8.862953063584472e-05,-29.505180975037355,26.552316304937207,9.018172893017399,-0.4524765930343333,8.862953063584472e-05,-29.505180975037355,26.552316304937207,9.018172893017399,0.6667255836256609,0.0,0.8007982754732221,1.1680862309998863,0.0033167105758375353,-0.007570050021328711,-0.006597515556882372,1.2100590735400127,29633012.61166621
2025-02-11,23383.55,23390.05,22986.65,23071.8,267969979,23421.0,23470.0,23060.0,23153.15,87766,17240925,8310525,13176075,3000116,7257670,23354.997528590586,23344.759339202083,0.575275412880462,0.0821917808219178,23050.0,0.5479913128565054,0.00010408327295931025,-25.117283212093056,26.19679129305556,9.088914288803561,-0.4520086871434946,0.00010408327295931025,-25.117283212093056,26.19679129305556,9.088914288803561,0.575275412880462,0.0,1.5854684270849315,2.4191297936479788,0.003525949427439653,-0.013249734834228644,-0.013043950867785092,1.2123468606755783,19956798.80713028
2025-02-12,23050.8,23144.7,22798.35,23045.25,279656513,23134.4,23236.45,22900.0,23123.85,132065,17572200,17697825,15393750,18183624,15586785,23251.748352393726,23307.320671801823,0.5781454651324089,0.0821917808219178,23050.0,0.5453269591883219,0.00010376766325578386,-25.233429004956424,26.18728039232553,9.032240260501327,-0.45467304081167814,0.00010376766325578386,-25.233429004956424,26.18728039232553,9.032240260501327,0.5781454651324089,0.0,0.8698102732962949,0.8571880390839581,0.0034106811598918884,-0.0011507554677138154,-0.0012654865536656512,1.199382655753702,42321724.63708467
2025-02-13,23055.75,23235.5,22992.2,23031.4,265706855,23119.0,23310.0,23066.0,23107.75,82593,17272950,33607050,23760150,42965603,65688354,23178.29890159582,23272.830587826593,0.5941956976451104,0.0821917808219178,23050.0,0.5445082281043253,0.00010104898360613712,-25.924403436436457,26.17764168186901,8.982197080430684,-0.4554917718956747,0.00010104898360613712,-25.924403436436457,26.17764168186901,8.982197080430684,0.5941956976451104,0.0,0.7069989778930313,1.528859120166427,0.0033150394678568623,-0.0006009915275381195,-0.0006962508405822243,1.1954293396743045,78213672.71239182
2025-02-14,23096.45,23133.7,22774.85,22929.25,254479643,23169.0,23205.5,22846.45,22995.65,109312,17385600,9477225,7061550,5606735,7235684,23095.282601063882,23229.88301434827,0.630439065559419,0.0821917808219178,22950.0,0.5457475613102766,9.563016305191461e-05,-27.373981437225233,26.052301894967417,8.888961150537662,-0.4542524386897234,9.563016305191461e-05,-27.373981437225233,26.052301894967417,8.888961150537662,0.630439065559419,0.0,0.7451073494614721,1.2905343305863395,0.0028958644526097216,-0.004435249268390229,-0.00485118629031378,1.2014191115505464,20780975.825211573
2025-02-17,22809.9,22974.2,22725.45,22959.5,207393944,22945.4,23049.0,22826.25,23026.4,92954,17193300,9545175,9176700,7554135,4771413,23050.021734042588,23196.085137554735,0.6292966047083443,0.0821917808219178,22950.0,0.5485952775888775,9.559607056835907e-05,-27.33712321055686,26.06445641628078,8.945111421165352,-0.4514047224111225,9.559607056835907e-05,-27.33712321055686,26.06445641628078,8.945111421165352,0.6292966047083443,0.0,0.9613967266184223,0.6316292997146596,0.002913826520612446,0.0013192755977626813,0.0013372094287398273,1.2153069083075243,20950112.636881806
2025-02-18,22963.65,22992.5,22801.5,22945.3,210616675,23029.1,23029.1,22838.8,22972.6,73098,16780425,14635125,11188800,8314780,6395972,23015.114489361724,23164.736995360392,0.6253817900118191,0.0821917808219178,22950.0,0.5470854220785006,9.629813925901344e-05,-27.162702581669805,26.060275193964106,8.925014014134383,-0.45291457792149936,9.629813925901344e-05,-27.162702581669805,26.060275193964106,8.925014014134383,0.6253817900118191,0.0,0.7645168729341225,0.7692292520066677,0.0011897861435674964,-0.0006184803676038131,-0.00233644859813098,1.207921865949131,32337621.381229416
2025-02-19,22847.25,23049.95,22814.85,22932.9,206999204,22900.2,23106.2,22881.15,22964.5,86464,16659825,19833375,13437825,15725654,15357313,22987.709659574484,23135.75737094034,0.5456252609032755,0.0821917808219178,22950.0,0.5428439941073308,0.00011056770315555364,-23.71440976851818,26.077688994009495,9.015938593684815,-0.45715600589266925,0.00011056770315555364,-23.71440976851818,26.077688994009495,9.015938593684815,0.5456252609032755,0.0,0.677535971563085,0.9765770631860525,0.0013779330132690825,-0.0005404156842576668,-0.0003525939597607275,1.187437082987332,50290260.89889058
2025-02-20,22821.1,22923.85,22812.75,22913.15,240836647,22895.0,22960.95,22855.0,22942.5,54621,16391775,31437225,38755125,51029358,45943979,22962.856439716325,23107.931449572796,0.601030013517588,0.0821917808219178,22900.0,0.5479531208532388,0.00010031417866389767,-26.061618168055585,26.016955142250584,8.973964664109216,-0.4520468791467612,0.00010031417866389767,-26.061618168055585,26.016955142250584,8.973964664109216,0.601030013517588,0.0,1.232778179371748,0.9003440529273364,0.0012809238363122723,-0.0008612081332932675,-0.0009580003919092972,1.2121599465247954,72258896.21463007
2025-02-21,22857.2,22921.0,22720.3,22795.9,242753984,22880.0,22940.25,22757.75,22822.6,96195,15082500,14705700,15363750,5516053,7934016,22907.20429314422,23068.927518376197,0.5610202546277013,0.0821917808219178,22800.0,0.5447935495571709,0.00010812134753774292,-24.224741860035234,25.907879432386284,8.960746128163546,-0.45520645044282915,0.00010812134753774292,-24.224741860035234,25.907879432386284,8.960746128163546,0.5610202546277013,0.0,1.0447479548746403,1.4383502116458997,0.0011712632534796646,-0.0051171488861200265,-0.0052261087501362935,1.1968054253782883,36245483.290663935
2025-02-24,22609.35,22668.05,22518.8,22553.35,214317552,22674.7,22720.15,22572.15,22612.65,106292,11660625,17690550,27214725,5347351,9291867,22789.252862096146,23004.48032857917,0.5689843814556788,0.0821917808219178,22550.0,0.5458659049121367,0.00010772128711564682,-24.299731990885963,25.624322335932657,8.865594162016116,-0.4541340950878633,0.00010772128711564682,-24.299731990885963,25.624322335932657,8.865594162016116,0.5689843814556788,0.0,1.5383764213096822,1.7376579543777844,0.0026293211429788883,-0.010640071240881177,-0.009199214813386591,1.2019927832252402,42978764.71945544
2025-02-25,22516.45,22625.3,22513.9,22547.55,250279519,22582.2,22646.0,22561.3,22582.15,94896,7711800,22246950,31121700,7454005,8687414,22708.68524139743,22947.364037506773,0.5529228132613934,0.0821917808219178,22550.0,0.5446977787236114,0.00011091611737454728,-23.615629896466306,25.626321790382036,8.877772137916393,-0.45530222127638864,0.00011091611737454728,-23.615629896466306,25.626321790382036,8.877772137916393,0.5529228132613934,0.0,1.3989198519347597,1.1654693014024005,0.001534534794246035,-0.000257168003866326,-0.0013488025507846224,1.1963433369523486,55637101.4219215
2025-02-27,22568.95,22613.3,22508.4,22545.05,289230479,22580.0,22605.05,22530.2,22547.75,96679,3467625,49904475,42666375,31269116,34053536,22654.140160931624,22897.074782818425,0.5671751893782664,0.0821917808219178,22550.0,0.5449084450638261,0.00010813446231805868,-24.220222031439274,25.621948017143676,8.85165917807796,-0.4550915549361739,0.00010813446231805868,-24.220222031439274,25.621948017143676,8.85165917807796,0.5671751893782664,0.0,0.8549609028048086,1.08904696890056,0.00011976021343934601,-0.00011087679149179852,-0.0015233270525615294,1.1973600458049565,121661962.88666615
2025-02-28,22433.4,22450.35,22104.85,22124.7,551285287,22532.4,22574.75,22233.35,22280.05,122445,17905950,8523000,15314250,2441453,8757240,22477.660107287753,22800.52793496612,0.6245009599032841,0.0821917808219178,22100.0,0.5499749770881945,9.992171884433793e-05,-26.13112080438433,25.10592215111845,8.648786094599382,-0.45002502291180546,9.992171884433793e-05,-26.13112080438433,25.10592215111845,8.648786094599382,0.6245009599032841,0.0,1.796814501935938,3.586896819230188,0.007021564134202883,-0.01864489100711675,-0.011872581521437886,1.2220986591582863,18842120.4249973
2025-03-03,22194.55,22261.55,22004.7,22119.3,282399735,22341.0,22376.0,22140.05,22259.8,89291,17949600,13324725,20373600,7906068,11843779,22358.206738191835,22715.374443095356,0.5533100715198731,0.0821917808219178,22100.0,0.5471628385386018,0.00011290335933737003,-23.16668602488181,25.121559014365133,8.744604285490562,-0.4528371614613982,0.00011290335933737003,-23.16668602488181,25.121559014365133,8.744604285490562,0.5533100715198731,0.0,1.5290071652510653,1.498061868428149,0.0063519189124429795,-0.00024407110604895976,-0.0009088848543876704,1.208299329438413,33276412.385845304
2025-03-04,21974.45,22105.05,21964.6,22082.65,253260641,22115.6,22237.0,22101.0,22191.05,63149,18198750,20434950,21922425,9597025,8374080,22266.35449212789,22636.283887708436,0.5519455418761122,0.0821917808219178,22100.0,0.5429695975945279,0.00011350617658101823,-23.09890925406182,25.109987310211686,8.67125020657345,-0.4570304024054721,0.00011350617658101823,-23.09890925406182,25.109987310211686,8.67125020657345,0.5519455418761122,0.0,1.0727907335227147,0.8725704059330887,0.00490883114118993,-0.0016569240437083188,-0.003088527300335153,1.188038245895098,51220553.04874835
2025-03-05,22073.05,22394.9,22067.8,22337.3,305942691,22200.0,22498.0,22168.3,22441.35,82566,17827425,22058025,16560300,22701660,12477355,22290.00299475193,22598.91090174488,0.5599939208696071,0.0821917808219178,22350.0,0.5437989769559451,0.00011057423874162299,-23.70058560779024,25.393760244024698,8.767768209523798,-0.45620102304405485,0.00011057423874162299,-23.70058560779024,25.393760244024698,8.767768209523798,0.5599939208696071,0.0,0.7507607775401469,0.5496230231621828,0.004658127884748796,0.011531677583985545,0.011279322069032371,1.19201612773111,54481776.431896694
2025-03-06,22476.35,22556.45,22245.85,22544.7,372083680,22541.0,22638.15,22359.0,22620.95,117025,18106275,52494225,44508600,88951629,35710301,22374.901996501285,22592.13453902677,0.6964595213295685,0.0821917808219178,22550.0,0.5499020028338345,8.793061395162833e-05,-29.69599808780648,25.583107570515217,8.672124588479292,-0.4500979971661655,8.793061395162833e-05,-29.69599808780648,25.583107570515217,8.672124588479292,0.6964595213295685,0.0,0.8478761235164439,0.40145752698919096,0.0033821696451937703,0.009284918051868374,0.008003083593455917,1.2217383909638322,104062940.71587309
2025-03-07,22508.65,22633.8,22464.75,22552.5,289765795,22598.9,22738.0,22572.2,22649.95,75660,18054525,13513575,15003375,8733641,9243912,22434.101331000857,22587.180221648425,0.7073794318280642,0.0821917808219178,22550.0,0.5510402337181028,8.651170582673367e-05,-30.16103593372405,25.582623336202683,8.670258205944203,-0.44895976628189715,8.651170582673367e-05,-30.16103593372405,25.582623336202683,8.670258205944203,0.7073794318280642,0.0,1.1102446983866223,1.0584259188120968,0.004321028710785976,0.0003459793210820461,0.0012819974404258971,1.2273710811140044,26365731.39133485
2025-03-10,22521.85,22676.75,22429.05,22460.3,293855491,22599.9,22728.15,22486.85,22515.65,69156,17677275,14754000,17875275,4294344,10266625,22442.83422066724,22571.32019394237,0.661051436333699,0.0821917808219178,22450.0,0.549884250972095,9.298910814139474e-05,-28.080887802324632,25.48747609541481,8.707489392590201,-0.45011574902790497,9.298910814139474e-05,-28.080887802324632,25.48747609541481,8.707489392590201,0.661051436333699,0.0,1.2115544936966247,2.3907318556687587,0.002464348205500469,-0.004088238554484036,-0.005929372912522934,1.2216507690736342,30814662.420487832
2025-03-11,22345.95,22522.1,22314.7,22497.9,347924102,22419.95,22592.05,22361.55,22564.3,75200,17580075,22382550,23610150,12303419,7502506,22461.189480444827,22562.142669699573,0.6577313542969438,0.0821917808219178,22500.0,0.5485980036509371,9.333982089960655e-05,-27.997880651334683,25.54040989692083,8.710061445193876,-0.45140199634906286,9.333982089960655e-05,-27.997880651334683,25.54040989692083,8.710061445193876,0.6577313542969438,0.0,1.0548462976738575,0.6097903355156806,0.0029513865738579072,0.0016740649056334878,0.002160719321893767,1.2153202867687674,47002234.90148362
2025-03-12,22536.35,22577.4,22329.55,22470.5,369736725,22580.0,22618.8,22380.2,22530.35,78142,17460150,25560675,23569200,25975893,22215890,22464.29298696322,22550.687335987128,0.6593119195674816,0.0821917808219178,22450.0,0.5507681704958259,9.316580413594974e-05,-28.011799151783066,25.491848383532233,8.727455075968281,-0.44923182950417406,9.316580413594974e-05,-28.011799151783066,25.491848383532233,8.727455075968281,0.6593119195674816,0.0,0.9220883251322588,0.8552502891815885,0.002663492134131352,-0.0012178914476462799,-0.0015045891075725626,1.2260221434080474,53510818.17943635
2025-03-13,22541.5,22558.05,22377.35,22397.2,287535243,22550.0,22615.8,22430.1,22444.25,65790,17564925,66009600,50382675,67710769,82550340,22441.928657975484,22531.501418988737,0.7418199541126421,0.0821917808219178,22400.0,0.552060663992178,8.303947555155436e-05,-31.401197914600807,25.397967046191916,8.559456138603501,-0.447939336007822,8.303947555155436e-05,-31.401197914600807,25.397967046191916,8.559456138603501,0.7418199541126421,0.0,0.7632628435863874,1.2191611647476637,0.002100709017198546,-0.003262054693932037,-0.0038215118717640495,1.2324451540967991,122768069.53705753
2025-03-17,22353.15,22577.0,22353.15,22508.75,251102239,22510.2,22670.0,22502.3,22584.3,67599,17206125,17880750,22326075,10278555,11135064,22464.202438650325,22528.657491615144,0.7289770017179115,0.0821917808219178,22500.0,0.5524758778515437,8.407206719497465e-05,-31.00696616723044,25.520941890478774,8.632282149958547,-0.44752412214845627,8.407206719497465e-05,-31.00696616723044,25.520941890478774,8.632282149958547,0.7289770017179115,0.0,1.2486095381905122,1.0833297092830656,0.0033564724829232753,0.004980533280945831,0.006239905543736102,1.234516421593632,33836764.97530781
2025-03-18,22662.25,22857.8,22599.2,22834.3,272578844,22705.0,22912.7,22672.8,22895.4,89671,16764675,21234225,14780025,10749080,4644279,22587.56829243355,22566.862805163248,0.7361937756545547,0.0821917808219178,22850.0,0.5507617261226655,8.210720316967114e-05,-31.78469779039748,25.904618192788302,8.719004089453374,-0.4492382738773345,8.210720316967114e-05,-31.78469779039748,25.904618192788302,8.719004089453374,0.7361937756545547,0.0,0.6960473009963867,0.43206293003680313,0.0026757991267523937,0.014463264286110888,0.01377505612305896,1.225990210872042,39811209.89888117
2025-03-19,22874.95,22940.7,22807.95,22907.6,323992121,22934.0,22993.0,22872.0,22972.95,59079,16443750,30387975,26137950,21679296,16930426,22694.245528289033,22609.45495451784,0.7444950356181614,0.0821917808219178,22900.0,0.5530239011687486,8.087154130964018e-05,-32.222234556632095,25.968394427138918,8.762937989392187,-0.44697609883125144,8.087154130964018e-05,-32.222234556632095,25.968394427138918,8.762937989392187,0.7444950356181614,0.0,0.8601412236254636,0.7809490677188041,0.002852765021215762,0.003210083076774728,0.0033871432689536185,1.2372560918017537,56295939.56966384
2025-03-20,23036.6,23216.7,22973.95,23190.65,313729818,23069.9,23232.6,23015.0,23200.25,103958,15414525,59346900,40814025,76222101,41109331,22859.713685526025,22682.104335203112,0.7504914981222994,0.0821917808219178,23200.0,0.5519289762226605,7.927514347796547e-05,-32.895127419000005,26.298867476555564,8.843894381187429,-0.44807102377733954,7.927514347796547e-05,-32.895127419000005,26.298867476555564,8.843894381187429,0.7504914981222994,0.0,0.6877195776021999,0.5393361041045037,0.00041395993643983863,0.012356161273987754,0.009894245188362794,1.2317890399824898,109105839.82634468
2025-03-21,23168.25,23402.7,23132.8,23350.4,540966316,23195.05,23438.0,23172.0,23379.85,89048,14353050,12988650,11584725,9958827,6839319,23023.275790350686,22765.64129330272,0.6969169619994291,0.0821917808219178,23350.0,0.5504208771799048,8.482684371610468e-05,-30.77238564217653,26.493014795241905,8.988744110302116,-0.44957912282009516,8.482684371610468e-05,-30.77238564217653,26.493014795241905,8.988744110302116,0.6969169619994291,0.0,0.8919113995680844,0.686759494868221,0.0012612203645332451,0.006888552067320308,0.007741295891207978,1.224302573765559,25727148.102308277
2025-03-24,23515.4,23708.75,23433.5,23658.35,311900413,23482.3,23729.8,23441.5,23699.35,94775,12926625,13686075,12823425,9944680,4869670,23234.967193567125,22877.22988163988,0.6361943792775911,0.0821917808219178,23650.0,0.5487177048426933,9.176290584228183e-05,-28.476909709804794,26.85680097533158,9.205100801918782,-0.45128229515730667,9.176290584228183e-05,-28.476909709804794,26.85680097533158,9.205100801918782,0.6361943792775911,0.0,0.9369687803113749,0.4896758870069223,0.0017330033582223614,0.013188210908592346,0.013665613765699858,1.2159078934205094,29711906.921755034
2025-03-25,23751.5,23869.6,23601.4,23668.65,338216746,23767.1,23893.9,23660.0,23705.35,112607,11648400,16917525,16790775,6382035,9843188,23379.528129044753,22976.157396434894,0.6364552311238783,0.0821917808219178,23650.0,0.5496718663143505,9.165806647786745e-05,-28.49249805875754,26.86048915815588,9.22308287234365,-0.4503281336856495,9.165806647786745e-05,-28.49249805875754,26.86048915815588,9.22308287234365,0.6364552311238783,0.0,0.9925077693102271,1.5423274864522052,0.001550574282859271,0.0004353642582852757,0.0002531715004840951,1.2206029896814035,36701262.68062164
